,A1,A2,D1,B1,B2,C1,C2
35547,1.1,-0.84,1.0,0.47,1.63,3.01,2.1
35548,1.78,-0.07,1.0,0.71,-0.12,0.22,0.59
35549,2.65,0.61,1.0,2.28,0.14,3.87,2.43
35550,2.29,-1.32,1.0,1.87,2.39,5.06,4.27
35551,1.46,-0.85,1.0,2.43,-0.53,2.54,1.9
35552,1.69,0.09,1.0,3.82,-0.13,4.62,3.69
35553,2.1,0.64,1.0,2.68,1.28,5.26,3.96
35554,3.41,1.1,1.0,1.56,7.29,10.6,8.84
35555,0.59,-1.04,1.0,0.11,-0.24,1.55,-0.12
35556,2.93,-0.59,1.0,3.52,1.1,5.31,4.61
35557,1.21,-1.77,1.0,-1.43,-1.25,-4.15,-2.68
35558,0.64,0.4,1.0,1.85,-0.07,1.38,1.78
35559,2.33,1.72,1.0,4.32,2.87,6.5,7.19
35560,1.85,0.05,1.0,1.47,0.17,2.25,1.64
35561,0.5,0.17,1.0,1.92,-0.11,2.28,1.81
35562,0.85,0.99,1.0,0.9,0.4,2.31,1.3
35563,1.82,-0.79,1.0,0.27,0.08,0.07,0.34
35564,2.51,-0.16,0.0,3.02,0.03,2.97,3.06
35565,1.1,-0.98,0.0,-0.53,-1.5,-0.81,-2.03
35566,3.49,0.22,1.0,2.91,-0.22,1.57,2.69
35567,1.73,-0.13,1.0,-0.76,-0.38,-1.52,-1.14
35568,3.13,1.69,1.0,5.05,0.23,6.4,5.28
35569,2.81,0.01,1.0,2.07,-0.0,1.86,2.06
35570,1.08,-0.43,1.0,0.4,0.11,1.03,0.51
35571,1.8,-0.37,0.0,2.16,0.29,2.5,2.44
35572,1.79,0.41,1.0,2.09,-1.27,0.5,0.83
35573,2.42,-0.08,0.0,1.62,0.22,2.05,1.84
35574,1.38,-2.21,1.0,-1.26,1.58,0.63,0.32
35575,1.48,-0.08,1.0,0.31,0.01,-2.58,0.32
35576,2.91,0.65,0.0,3.85,-0.48,2.24,3.37
35577,1.0,0.3,1.0,0.12,-0.04,2.63,0.08
35578,1.97,1.75,1.0,5.1,2.55,8.85,7.65
35579,3.84,0.38,0.0,4.99,-1.83,4.84,3.16
35580,1.44,0.15,1.0,3.13,0.12,3.1,3.25
35581,1.71,0.53,1.0,1.17,1.22,2.13,2.39
35582,2.3,-0.8,1.0,0.11,0.64,2.58,0.75
35583,0.75,0.55,1.0,1.94,0.6,2.18,2.55
35584,1.6,-0.3,1.0,1.85,0.1,1.67,1.95
35585,1.36,0.06,1.0,0.94,0.02,1.04,0.96
35586,1.87,-1.62,1.0,0.33,-0.0,2.75,0.33
35587,1.51,1.28,1.0,2.15,-1.94,-0.34,0.21
35588,1.98,-0.27,1.0,3.42,-0.52,3.1,2.91
35589,3.33,1.12,0.0,5.74,3.2,7.66,8.94
35590,2.25,-0.54,1.0,1.22,1.99,4.9,3.21
35591,0.74,-0.87,1.0,-2.72,-0.82,-3.05,-3.54
35592,0.88,0.05,0.0,1.97,-0.1,2.01,1.87
35593,1.43,-1.76,1.0,-0.47,-0.89,-1.03,-1.36
35594,2.41,1.62,0.0,4.23,2.36,6.63,6.59
35595,2.04,-1.36,1.0,0.46,-1.78,-2.49,-1.32
35596,1.6,-0.09,1.0,1.34,-0.03,0.23,1.31
35597,2.12,-1.23,1.0,1.67,-3.45,-0.29,-1.78
35598,2.42,-0.87,1.0,1.43,-3.58,-2.01,-2.15
35599,3.39,-1.48,1.0,2.04,-2.11,0.33,-0.07
35600,2.41,-1.98,1.0,-1.17,-7.56,-8.63,-8.73
35601,4.13,1.77,0.0,6.79,5.15,12.08,11.95
35602,2.22,-1.56,1.0,2.35,2.4,6.45,4.76
35603,1.61,-1.22,1.0,0.76,-2.9,-3.92,-2.14
35604,3.74,0.59,1.0,5.03,2.1,8.57,7.13
35605,2.8,0.57,1.0,4.72,-0.63,6.24,4.09
35606,0.98,-0.72,0.0,-0.08,0.18,-0.09,0.1
35607,3.02,-0.1,1.0,3.05,-0.35,1.2,2.71
35608,2.96,1.72,0.0,5.04,7.82,11.86,12.86
35609,1.26,-0.13,1.0,-0.43,0.21,0.48,-0.22
35610,3.26,-0.92,1.0,2.5,-3.09,-0.69,-0.58
35611,-0.18,-0.04,1.0,0.06,-0.0,-0.1,0.06
35612,1.83,0.02,1.0,1.16,0.02,0.41,1.18
35613,4.12,-0.89,0.0,4.86,-1.5,4.04,3.36
35614,2.38,-0.72,1.0,-0.25,-2.07,-1.02,-2.32
35615,1.27,0.77,1.0,1.99,-0.63,0.65,1.36
35616,1.35,-1.53,1.0,-0.32,-2.39,-3.63,-2.71
35617,1.45,0.04,1.0,0.92,-0.07,0.81,0.85
35618,0.5,0.04,1.0,-0.01,0.01,0.13,-0.0
35619,3.37,2.48,1.0,4.67,9.27,13.41,13.94
35620,3.77,0.81,1.0,5.74,-0.62,6.08,5.12
35621,1.88,-0.92,1.0,0.51,-1.59,-1.54,-1.08
35622,0.29,1.38,1.0,0.34,0.64,-0.11,0.98
35623,2.32,0.87,1.0,3.55,-1.68,1.23,1.86
35624,2.63,-1.24,1.0,1.41,-2.3,0.18,-0.89
35625,2.52,-0.44,1.0,1.55,0.05,1.61,1.6
35626,1.63,-0.1,1.0,2.61,0.29,2.33,2.9
35627,0.81,-1.02,0.0,-2.21,0.13,-1.25,-2.09
35628,2.95,-0.06,1.0,3.88,-0.11,4.03,3.77
35629,5.08,0.28,1.0,5.59,0.12,4.91,5.71
35630,0.66,0.26,1.0,1.27,-0.16,-0.88,1.11
35631,4.08,-0.45,0.0,4.17,1.69,5.56,5.86
35632,1.26,0.68,1.0,2.78,-0.6,2.13,2.19
35633,1.86,-0.57,1.0,0.8,-2.11,-2.24,-1.31
35634,4.41,-0.54,1.0,4.3,-3.52,1.15,0.78
35635,2.84,0.35,1.0,2.78,1.15,3.81,3.94
35636,1.71,0.61,1.0,1.76,-0.98,-0.26,0.78
35637,3.52,-0.48,1.0,3.67,1.28,4.67,4.94
35638,2.44,1.33,0.0,3.75,-2.67,0.65,1.08
35639,2.15,0.12,1.0,1.42,0.1,2.03,1.51
35640,2.43,0.88,1.0,2.75,-1.59,2.71,1.16
35641,2.77,-0.78,0.0,2.55,-1.67,0.66,0.88
35642,2.96,-1.75,1.0,1.95,4.75,5.65,6.7
35643,3.25,1.85,0.0,4.53,3.41,9.12,7.94
35644,2.71,0.35,1.0,3.21,1.71,3.81,4.93
35645,2.12,-1.05,1.0,1.14,2.61,3.64,3.75
35646,2.93,0.22,1.0,2.93,-0.05,4.02,2.88
35647,3.39,-1.44,1.0,3.22,-6.97,-4.42,-3.75
35648,2.8,0.56,1.0,3.93,1.65,5.45,5.58
35649,4.32,0.1,0.0,3.75,0.09,3.85,3.84
35650,2.03,-0.4,1.0,1.11,0.32,1.05,1.43
35651,3.82,0.5,1.0,2.64,0.32,1.56,2.96
35652,1.23,0.41,1.0,1.21,1.14,0.99,2.35
35653,1.86,0.72,1.0,2.82,1.53,4.71,4.35
35654,0.74,0.93,0.0,1.9,-0.58,1.19,1.32
35655,2.47,0.28,0.0,4.22,-0.54,4.15,3.67
35656,2.09,0.07,1.0,2.2,-0.1,2.69,2.1
35657,3.02,1.93,1.0,4.44,8.24,12.09,12.68
35658,2.7,0.75,1.0,3.52,-1.45,2.13,2.07
35659,3.02,-0.23,0.0,1.89,0.23,1.62,2.13
35660,1.22,-1.53,0.0,-2.21,-0.1,-3.37,-2.31
35661,2.84,0.76,1.0,4.25,-0.88,5.03,3.37
35662,1.35,-0.02,1.0,0.22,0.04,-0.55,0.26
35663,3.08,0.57,1.0,3.02,0.09,1.5,3.11
35664,1.75,0.13,1.0,2.14,-0.39,1.46,1.75
35665,3.15,-0.31,1.0,4.58,-0.43,4.63,4.15
35666,1.26,-1.02,1.0,0.58,1.77,3.28,2.35
35667,0.73,-0.12,0.0,-0.34,-0.02,0.04,-0.36
35668,2.08,-0.57,1.0,2.49,-0.01,3.3,2.48
35669,1.51,-0.23,1.0,2.08,0.13,2.49,2.22
35670,2.57,-1.42,1.0,0.92,3.88,6.49,4.8
35671,1.5,0.18,1.0,2.3,0.33,4.77,2.63
35672,1.31,-0.45,0.0,-1.78,0.45,-0.37,-1.34
35673,1.34,-0.86,1.0,-2.04,2.6,0.74,0.56
35674,1.02,1.13,1.0,1.62,2.06,2.77,3.68
35675,1.93,-0.17,1.0,1.03,-0.84,-2.71,0.19
35676,1.4,1.23,1.0,0.62,1.54,2.85,2.16
35677,1.6,0.23,1.0,1.7,-0.51,1.83,1.2
35678,1.97,0.54,0.0,2.71,-0.12,3.13,2.59
35679,2.41,-2.71,0.0,-0.77,8.51,6.47,7.74
35680,1.49,1.9,1.0,4.63,-0.76,2.32,3.87
35681,2.37,1.19,0.0,3.94,-0.66,2.56,3.27
35682,1.85,2.12,1.0,5.17,5.27,10.87,10.44
35683,3.06,0.29,1.0,3.84,1.7,5.36,5.54
35684,2.78,0.57,1.0,2.82,-1.79,2.2,1.03
35685,2.73,0.77,1.0,2.98,-4.89,-1.59,-1.92
35686,1.95,1.37,1.0,2.61,3.5,5.39,6.11
35687,2.7,0.61,1.0,2.17,2.01,3.71,4.18
35688,1.17,-0.31,1.0,1.25,-0.7,-1.1,0.56
35689,1.17,0.3,1.0,1.07,0.06,1.0,1.12
35690,-0.49,0.42,1.0,2.05,-0.19,2.42,1.85
35691,-0.09,0.06,1.0,-0.41,0.0,0.54,-0.41
35692,2.45,0.06,1.0,0.58,0.2,-0.08,0.77
35693,3.0,0.75,1.0,3.85,0.26,4.67,4.11
35694,2.58,1.96,1.0,3.82,5.73,10.32,9.55
35695,2.9,1.57,1.0,3.67,-3.41,2.21,0.26
35696,2.93,0.27,1.0,3.39,1.66,4.47,5.05
35697,1.86,2.06,1.0,4.6,-8.59,-2.26,-3.99
35698,1.53,0.41,1.0,-0.71,0.25,-1.28,-0.46
35699,1.37,0.83,1.0,3.01,-0.48,3.49,2.54
35700,0.4,0.76,1.0,-0.5,0.2,-0.08,-0.29
35701,1.8,0.04,1.0,1.22,-0.04,1.41,1.18
35702,1.71,-1.81,0.0,-1.75,-0.23,-3.49,-1.98
35703,4.4,-0.06,1.0,3.93,-0.18,4.8,3.74
35704,2.09,1.08,1.0,2.23,-0.59,2.09,1.63
35705,3.16,-0.98,1.0,2.1,-4.77,-2.25,-2.67
35706,2.52,0.82,1.0,4.86,-1.03,4.88,3.83
35707,3.41,0.26,1.0,3.3,0.02,1.71,3.32
35708,2.49,-1.32,1.0,2.0,1.83,4.67,3.83
35709,1.64,-2.02,1.0,-0.74,0.12,-0.62,-0.62
35710,1.89,-0.07,1.0,2.19,-0.09,3.25,2.1
35711,3.35,-0.55,1.0,3.02,1.13,4.2,4.15
35712,2.3,-0.48,0.0,1.06,1.47,3.71,2.53
35713,2.9,0.65,0.0,3.02,1.22,4.02,4.24
35714,1.23,0.29,1.0,4.58,0.08,3.13,4.66
35715,2.73,0.45,1.0,3.25,-1.21,1.36,2.04
35716,1.43,0.16,1.0,2.45,-0.29,2.54,2.16
35717,3.22,0.56,1.0,3.91,0.99,5.47,4.9
35718,2.23,-0.43,1.0,2.32,0.24,4.9,2.56
35719,1.43,-0.3,1.0,0.74,-0.11,-0.25,0.63
35720,2.56,0.26,1.0,3.33,-0.34,2.42,2.99
35721,0.11,-0.24,1.0,-0.32,0.01,-0.69,-0.31
35722,1.86,2.0,1.0,2.56,-2.55,1.25,0.0
35723,3.05,1.11,0.0,4.36,-1.27,1.44,3.09
35724,2.55,-0.08,1.0,2.75,-0.08,2.51,2.67
35725,2.45,0.95,1.0,3.68,1.42,3.81,5.09
35726,1.83,0.89,1.0,3.52,-0.51,3.8,3.01
35727,2.4,1.07,1.0,3.08,1.24,3.85,4.32
35728,2.83,-0.94,1.0,1.24,-0.26,1.6,0.98
35729,0.64,0.24,0.0,0.99,0.03,0.92,1.02
35730,2.24,-0.26,1.0,1.56,0.49,0.81,2.05
35731,3.02,0.05,1.0,3.8,-0.05,3.07,3.75
35732,2.1,0.52,1.0,1.1,0.45,1.87,1.55
35733,2.52,-0.55,1.0,1.83,-3.15,-1.71,-1.32
35734,2.44,0.71,0.0,4.59,-0.35,4.94,4.24
35735,3.26,-0.98,1.0,3.07,-1.02,3.22,2.05
35736,2.92,-0.64,1.0,1.36,1.07,2.29,2.43
35737,2.56,-0.23,1.0,1.59,1.37,3.11,2.95
35738,2.4,1.21,0.0,2.21,1.75,5.48,3.96
35739,1.15,-0.64,1.0,-0.59,-0.62,-1.97,-1.21
35740,2.24,-1.2,1.0,0.59,-5.94,-5.21,-5.36
35741,1.68,-0.67,1.0,1.7,-1.22,0.75,0.47
35742,2.14,2.2,1.0,3.95,-2.3,0.68,1.65
35743,1.38,-0.86,0.0,1.51,1.37,4.26,2.88
35744,1.28,0.25,1.0,0.7,0.55,1.33,1.25
35745,2.9,0.19,1.0,4.64,-0.84,3.58,3.8
35746,2.02,0.13,1.0,4.28,-0.53,2.53,3.75
35747,-0.21,-0.34,1.0,-2.34,0.01,-2.55,-2.33
35748,3.13,1.72,1.0,4.93,2.16,7.63,7.1
35749,1.9,-0.36,1.0,1.1,0.14,0.47,1.25
35750,1.31,2.02,1.0,3.58,1.45,6.59,5.03
35751,1.1,-0.92,1.0,0.02,-2.62,-4.45,-2.6
35752,3.59,0.47,1.0,4.33,-0.34,5.51,3.99
35753,2.25,-0.39,1.0,2.13,-0.2,2.38,1.93
35754,1.94,1.14,1.0,3.52,-2.0,1.34,1.53
35755,3.49,0.73,1.0,4.17,0.16,4.92,4.33
35756,1.5,-0.16,1.0,1.07,-0.24,-0.06,0.83
35757,0.46,1.33,1.0,2.68,0.25,3.1,2.93
35758,3.32,2.19,1.0,4.22,-3.96,0.73,0.25
35759,1.05,-1.16,1.0,-0.28,-1.17,-2.41,-1.44
35760,0.38,0.22,1.0,-0.08,0.16,-0.79,0.08
35761,1.06,-0.19,0.0,-0.99,0.05,0.03,-0.94
35762,3.78,-0.07,1.0,2.34,0.29,2.64,2.62
35763,2.57,-0.53,0.0,2.38,1.24,5.73,3.63
35764,1.19,-0.61,0.0,1.5,0.61,2.78,2.11
35765,1.61,0.67,1.0,0.85,1.04,0.96,1.9
35766,2.45,0.06,1.0,4.51,0.2,3.73,4.71
35767,1.81,0.46,1.0,1.58,-1.04,0.53,0.53
35768,3.26,-0.52,1.0,1.76,-3.36,-2.36,-1.61
35769,1.95,0.08,1.0,0.77,-0.16,-0.68,0.61
35770,0.26,0.07,1.0,-0.83,-0.0,-0.14,-0.83
35771,1.83,-0.5,1.0,1.18,0.42,3.08,1.6
35772,0.09,0.26,0.0,-0.36,-0.03,-1.2,-0.39
35773,1.86,-0.69,0.0,1.17,-1.67,-1.74,-0.5
35774,0.4,0.14,1.0,-0.32,0.07,-1.6,-0.25
35775,2.11,-0.29,1.0,3.33,-0.17,3.69,3.15
35776,2.48,-1.75,1.0,-0.17,0.69,-0.61,0.52
35777,2.34,1.08,0.0,2.51,-4.74,-2.69,-2.23
35778,1.07,-0.3,1.0,3.02,0.28,5.4,3.3
35779,1.16,-1.06,1.0,-0.8,0.51,-0.87,-0.29
35780,0.83,-1.13,1.0,-1.0,-0.89,-2.89,-1.88
35781,-0.63,-0.15,1.0,-2.0,0.01,-1.79,-1.99
35782,2.93,1.71,1.0,4.66,-2.43,3.24,2.23
35783,3.24,0.34,1.0,4.49,0.45,3.73,4.95
35784,2.08,0.77,0.0,0.85,-0.62,0.97,0.23
35785,1.2,-0.36,1.0,1.33,-0.2,1.89,1.12
35786,2.4,-0.73,1.0,2.41,1.48,4.8,3.89
35787,3.0,0.48,1.0,0.14,0.26,0.26,0.4
35788,1.19,-0.95,0.0,0.91,0.91,1.58,1.82
35789,1.71,-1.54,1.0,-1.32,3.0,2.31,1.69
35790,1.91,0.97,1.0,3.49,-1.26,2.77,2.23
35791,3.13,-0.14,1.0,2.76,0.29,0.53,3.05
35792,0.85,-1.1,1.0,1.74,-0.43,0.49,1.3
35793,0.95,1.49,1.0,4.5,2.45,6.56,6.95
35794,2.95,2.49,0.0,5.42,-10.55,-6.49,-5.13
35795,2.4,-0.8,1.0,0.88,0.9,0.56,1.78
35796,1.87,0.09,1.0,1.79,0.06,1.83,1.86
35797,2.99,-0.04,1.0,2.27,-0.17,0.52,2.11
35798,0.84,0.96,1.0,2.23,0.61,2.46,2.84
35799,2.88,1.31,0.0,4.78,0.69,7.93,5.47
35800,2.76,-0.06,1.0,2.38,-0.16,1.69,2.22
35801,0.98,-0.86,1.0,-0.4,1.0,-0.69,0.6
35802,4.0,0.13,1.0,4.09,0.05,4.54,4.14
35803,3.43,-0.75,1.0,3.67,-1.05,2.93,2.63
35804,2.42,-1.46,1.0,1.19,-3.22,-1.01,-2.03
35805,1.43,0.15,1.0,0.85,-0.64,-0.77,0.21
35806,1.32,0.52,1.0,3.22,0.94,3.46,4.16
35807,2.31,1.65,1.0,5.05,-2.21,2.32,2.85
35808,2.38,1.74,1.0,3.61,-8.2,-3.79,-4.59
35809,1.82,0.8,1.0,3.29,0.51,6.41,3.8
35810,2.47,-1.03,1.0,2.46,-0.66,2.96,1.8
35811,1.24,-2.36,1.0,0.91,-0.48,-0.63,0.43
35812,1.69,2.03,0.0,3.06,8.89,11.84,11.95
35813,1.08,-0.36,1.0,0.42,-0.33,0.02,0.1
35814,2.91,0.71,1.0,3.93,0.01,4.53,3.94
35815,1.44,-0.96,1.0,0.63,0.92,1.48,1.54
35816,2.48,0.09,0.0,2.1,-0.36,3.04,1.74
35817,1.87,-0.01,1.0,0.0,0.01,1.36,0.02
35818,0.78,1.77,1.0,2.25,-0.54,0.87,1.71
35819,1.99,-0.0,0.0,1.91,-0.0,2.11,1.91
35820,0.6,0.3,0.0,2.0,0.18,3.94,2.19
35821,4.68,0.06,1.0,5.29,-0.08,5.62,5.2
35822,0.95,-2.12,1.0,-1.1,-1.43,-1.26,-2.53
35823,1.59,0.51,0.0,2.18,1.46,3.15,3.64
35824,1.43,-0.34,1.0,1.23,0.12,0.75,1.35
35825,0.99,0.2,1.0,1.57,0.05,0.18,1.63
35826,1.44,1.98,1.0,5.43,-2.9,3.45,2.53
35827,2.14,0.42,1.0,3.72,-0.33,3.25,3.38
35828,2.84,1.5,1.0,3.04,-3.36,-0.2,-0.32
35829,0.51,0.85,1.0,0.9,0.24,0.97,1.14
35830,1.1,0.41,0.0,0.17,-0.18,1.77,-0.02
35831,1.38,0.54,0.0,1.29,0.31,2.03,1.6
35832,2.04,0.76,1.0,2.83,-1.26,0.94,1.57
35833,2.61,0.13,1.0,4.05,0.86,7.45,4.9
35834,1.57,0.19,1.0,0.35,0.37,0.23,0.72
35835,2.42,0.77,1.0,2.67,-1.28,2.32,1.38
35836,1.11,-0.18,1.0,1.25,0.44,-0.19,1.69
35837,1.73,-0.85,0.0,1.7,-2.19,0.69,-0.5
35838,1.16,1.06,0.0,2.81,1.76,4.51,4.58
35839,2.01,-1.68,1.0,-0.38,-1.07,-2.0,-1.45
35840,2.6,-2.36,1.0,-1.83,0.86,-2.37,-0.97
35841,0.44,0.16,0.0,0.63,0.09,1.62,0.72
35842,1.54,0.97,0.0,0.95,-0.2,-0.28,0.75
35843,1.69,-0.23,0.0,0.51,-0.22,1.36,0.29
35844,4.69,0.92,1.0,6.69,-3.29,2.73,3.4
35845,-0.01,0.61,1.0,0.66,0.0,1.33,0.66
35846,1.56,2.12,1.0,3.92,-1.32,3.15,2.6
35847,1.37,0.85,1.0,1.91,1.55,5.18,3.46
35848,2.49,1.74,1.0,4.6,-4.59,0.9,0.01
35849,1.66,-0.94,1.0,0.16,-2.2,-0.38,-2.04
35850,1.3,1.45,1.0,2.84,0.92,5.49,3.76
35851,2.77,-0.02,1.0,2.5,0.01,1.88,2.51
35852,1.63,0.49,0.0,2.43,-0.73,2.5,1.7
35853,2.32,0.16,1.0,3.1,-0.07,5.11,3.03
35854,1.57,0.21,1.0,0.89,-0.16,-1.13,0.74
35855,0.52,-0.02,1.0,1.49,-0.01,1.13,1.49
35856,0.93,0.4,1.0,1.14,-0.17,-0.64,0.97
35857,2.65,-0.27,0.0,2.63,0.05,1.77,2.68
35858,2.97,0.48,1.0,3.18,-0.94,0.22,2.24
35859,1.16,0.21,1.0,1.84,-0.12,2.08,1.72
35860,4.78,0.16,1.0,5.41,0.24,5.58,5.65
35861,1.98,-0.13,1.0,2.19,-0.14,0.64,2.05
35862,2.27,-0.43,1.0,1.74,-0.95,0.71,0.79
35863,2.52,-0.09,0.0,3.53,-0.49,2.62,3.04
35864,0.69,-0.06,1.0,0.77,0.04,1.09,0.81
35865,1.99,0.85,1.0,5.09,-0.72,2.94,4.36
35866,2.37,0.65,1.0,4.06,-3.01,1.63,1.04
35867,0.95,-0.16,1.0,1.9,0.15,1.73,2.05
35868,-0.31,0.18,1.0,-0.35,-0.07,-0.83,-0.42
35869,1.63,0.32,1.0,3.0,-0.72,2.59,2.28
35870,1.12,-2.35,1.0,-1.84,-0.15,-1.87,-1.99
35871,2.34,-0.64,1.0,0.4,0.37,2.73,0.77
35872,0.9,0.52,1.0,2.32,0.64,2.21,2.97
35873,1.83,-0.11,1.0,0.81,0.1,-0.28,0.91
35874,1.8,-0.14,1.0,1.77,0.08,2.5,1.85
35875,0.42,-1.01,1.0,-1.42,0.44,-1.99,-0.98
35876,2.09,1.0,0.0,2.42,4.76,6.41,7.18
35877,3.52,1.01,1.0,3.85,2.42,7.02,6.27
35878,0.87,1.44,0.0,2.54,-0.83,-0.55,1.71
35879,3.76,-0.53,1.0,3.4,4.01,7.45,7.41
35880,3.34,-0.2,1.0,3.08,1.67,2.69,4.75
35881,1.31,-0.32,1.0,-0.49,-0.17,0.31,-0.66
35882,2.8,-0.31,1.0,2.91,0.45,2.58,3.36
35883,1.81,0.42,0.0,0.98,0.06,1.95,1.04
35884,2.6,0.38,1.0,2.21,-1.58,0.14,0.63
35885,1.3,-1.38,1.0,-0.0,-0.31,-1.74,-0.31
35886,1.8,-1.12,1.0,-0.49,1.49,1.03,1.0
35887,2.63,-0.78,1.0,1.99,-0.39,0.0,1.59
35888,0.63,0.26,1.0,-0.65,-0.31,-0.47,-0.96
35889,-1.39,0.75,1.0,0.02,1.34,2.17,1.36
35890,1.28,0.25,1.0,2.47,-0.3,0.98,2.17
35891,1.1,-0.31,1.0,0.05,0.37,-0.16,0.42
35892,3.18,0.76,1.0,3.1,-0.99,2.46,2.12
35893,3.36,-0.36,1.0,3.39,-0.42,4.95,2.97
35894,1.65,0.87,1.0,3.67,0.62,4.34,4.29
35895,2.58,0.46,0.0,1.52,-0.66,3.85,0.86
35896,2.26,0.71,1.0,1.87,2.79,3.23,4.66
35897,3.68,-0.07,1.0,4.12,-0.41,3.93,3.7
35898,2.22,0.35,1.0,3.7,0.28,3.8,3.99
35899,0.66,-2.75,1.0,-3.11,-2.31,-5.97,-5.42
35900,1.43,0.43,0.0,1.52,-0.49,2.54,1.03
35901,2.02,0.23,0.0,2.94,-0.02,3.61,2.92
35902,2.4,2.2,0.0,4.21,-9.95,-6.85,-5.74
35903,1.62,0.11,1.0,2.76,-0.33,4.09,2.43
35904,2.46,0.29,1.0,2.55,-0.47,1.91,2.08
35905,1.94,0.55,0.0,1.14,-1.34,-0.37,-0.19
35906,2.69,-1.34,1.0,0.71,-3.13,-2.83,-2.42
35907,0.07,-0.75,1.0,0.32,0.06,0.87,0.38
35908,2.4,0.87,1.0,3.55,-0.06,2.67,3.5
35909,2.76,-1.38,1.0,0.68,-0.01,0.18,0.67
35910,3.09,0.27,1.0,2.84,0.97,4.83,3.81
35911,2.28,-1.38,1.0,0.74,-1.65,-1.05,-0.91
35912,3.56,0.73,1.0,4.76,1.07,7.4,5.84
35913,0.91,0.14,0.0,1.27,0.3,2.02,1.57
35914,0.39,-2.09,1.0,-2.43,-1.47,-4.87,-3.9
35915,1.81,0.35,1.0,0.62,0.64,0.59,1.26
35916,3.36,0.54,1.0,2.99,-0.09,4.15,2.9
35917,2.55,-0.05,1.0,2.26,0.18,0.09,2.44
35918,2.75,1.49,1.0,6.38,2.49,8.72,8.87
35919,2.63,0.11,0.0,1.37,-0.08,0.04,1.3
35920,2.11,-0.51,1.0,0.39,1.21,1.76,1.6
35921,2.8,-0.5,1.0,2.86,-0.28,3.13,2.58
35922,3.19,0.85,1.0,2.67,-1.06,0.29,1.62
35923,3.46,0.77,1.0,4.83,-2.05,1.06,2.78
35924,1.82,1.49,1.0,3.38,1.33,5.0,4.7
35925,1.23,-0.24,0.0,0.72,0.25,1.81,0.97
35926,-0.07,0.29,1.0,0.76,-0.05,-1.05,0.72
35927,2.86,-0.04,0.0,2.73,0.07,3.33,2.81
35928,3.62,-0.0,1.0,4.0,0.01,2.69,4.01
35929,4.79,-1.42,1.0,1.31,-12.92,-11.96,-11.6
35930,-0.89,-0.46,1.0,-1.22,0.2,-2.07,-1.02
35931,1.03,-1.12,0.0,0.45,0.99,2.43,1.44
35932,3.03,0.11,1.0,2.92,0.01,2.11,2.93
35933,1.29,1.65,0.0,2.01,-1.37,0.73,0.64
35934,0.83,-0.24,0.0,0.39,-0.32,0.97,0.07
35935,2.51,0.52,1.0,3.06,-0.37,2.79,2.69
35936,3.21,1.62,1.0,6.49,-0.36,6.37,6.13
35937,3.4,-0.46,1.0,3.19,-0.66,4.23,2.53
35938,1.75,-0.67,1.0,-0.51,0.37,0.16,-0.13
35939,0.63,1.16,1.0,1.4,-0.06,1.36,1.33
35940,4.04,0.55,1.0,2.27,1.46,4.73,3.73
35941,1.6,-1.39,0.0,-0.15,2.81,2.77,2.67
35942,1.78,-0.23,1.0,2.36,0.21,-0.05,2.57
35943,0.48,-0.12,1.0,0.1,-0.06,-1.21,0.04
35944,1.27,-0.54,1.0,1.8,0.2,2.53,2.0
35945,0.64,1.0,1.0,1.87,-0.56,1.68,1.3
35946,1.82,0.64,1.0,0.66,1.66,2.27,2.32
35947,2.04,1.15,1.0,2.44,0.56,1.78,2.99
35948,1.9,-0.1,1.0,2.17,-0.21,2.79,1.97
35949,2.72,-0.63,1.0,2.04,-0.93,-0.23,1.11
35950,2.74,0.35,1.0,2.61,-1.14,0.94,1.47
35951,3.06,0.57,0.0,3.66,-1.41,4.33,2.25
35952,1.37,0.3,1.0,0.39,-0.71,0.36,-0.32
35953,1.59,0.45,1.0,2.65,-0.04,2.53,2.61
35954,1.6,-1.23,1.0,0.94,-2.98,-3.89,-2.04
35955,1.57,1.54,1.0,4.43,1.24,4.07,5.67
35956,3.52,-1.67,1.0,-0.67,-9.48,-8.6,-10.15
35957,1.12,0.33,1.0,3.46,0.36,3.97,3.82
35958,0.97,1.82,1.0,2.86,2.28,4.37,5.14
35959,1.82,-2.43,1.0,0.22,-1.82,-1.82,-1.6
35960,1.77,-0.63,1.0,0.19,-0.18,0.03,0.01
35961,1.34,1.73,1.0,3.6,2.05,6.31,5.65
35962,1.64,1.24,0.0,2.91,-3.08,-1.5,-0.17
35963,1.44,1.85,0.0,4.45,-3.18,0.6,1.27
35964,2.49,0.05,0.0,2.1,-0.07,1.6,2.03
35965,0.91,-0.09,1.0,0.1,-0.0,1.79,0.1
35966,0.98,0.7,1.0,0.22,0.06,-1.11,0.29
35967,2.62,0.36,1.0,4.04,-1.19,4.64,2.85
35968,0.95,-1.48,1.0,0.29,1.02,-0.25,1.31
35969,2.39,-0.18,1.0,1.76,0.28,1.88,2.04
35970,1.84,-0.18,0.0,0.91,-0.77,1.12,0.14
35971,2.94,1.21,1.0,5.9,1.3,5.97,7.2
35972,2.17,0.57,1.0,2.59,-1.99,1.34,0.59
35973,2.89,0.97,0.0,4.11,-2.17,0.76,1.94
35974,0.81,-1.9,1.0,-3.29,-0.74,-4.04,-4.03
35975,1.39,-0.55,1.0,1.43,1.11,2.87,2.54
